user_id,name,gender,age,city,signup_date,plan_type,device_type,is_active,language_pref
3871,Hazel Bhakta,Male,23,Kolkata,2024-01-15,Premium,Laptop,False,English
3872,Chirag Gala,Other,20,Kolkata,2024-03-27,Premium,Laptop,False,Bengali
3873,Taran Ganesan,Other,24,Ahmedabad,2022-12-26,Basic,Mobile,True,English
3874,Hunar Vig,Female,16,Kolkata,2023-02-07,Premium,Laptop,False,Hindi
3875,Raghav Ahluwalia,Male,51,Bangalore,2024-03-29,Basic,Mobile,True,English
3876,Uthkarsh Choudhry,Male,50,Ahmedabad,2024-02-26,Premium,Tablet,False,Bengali
3877,Ehsaan Srinivas,Other,17,Indore,2024-05-28,Basic,Smart TV,True,Tamil
3878,Jayant Lall,Female,55,Pune,2024-11-04,Premium,Laptop,True,Marathi
3879,Khushi Tara,Male,38,Ahmedabad,2023-06-18,Premium,Laptop,True,Hindi
3880,Divit Lalla,Female,24,Bangalore,2022-08-22,Premium,Mobile,True,Marathi
3881,Rati Mangal,Other,49,Hyderabad,2024-02-12,Basic,Smart TV,True,Marathi
3882,Ishita Deshmukh,Male,61,Kolkata,2024-01-29,Basic,Smart TV,False,Hindi
3883,Badal Chada,Female,29,Bangalore,2024-08-20,Basic,Laptop,False,Telugu
3884,Suhana Hayer,Male,19,Indore,2023-06-01,Premium,Tablet,False,Bengali
3885,Shray Swaminathan,Male,45,Chennai,2024-06-25,Basic,Tablet,True,Telugu
3886,Anvi Rajagopalan,Female,46,Hyderabad,2022-12-13,Basic,Tablet,True,Telugu
3887,Pranay Agrawal,Male,53,Kolkata,2023-05-13,Standard,Mobile,False,Telugu
3888,Nirvi Bhatnagar,Other,26,Kolkata,2024-11-05,Premium,Tablet,False,Tamil
3889,Uthkarsh Mander,Male,50,Delhi,2024-10-06,Premium,Laptop,False,Tamil
3890,Baiju Seshadri,Male,23,Kolkata,2024-07-25,Basic,Mobile,True,Hindi
3891,Rhea Sood,Female,18,Ahmedabad,2023-10-02,Basic,Mobile,True,Hindi
3892,Parinaaz Ramanathan,Female,29,Jaipur,2022-09-24,Basic,Mobile,False,Tamil
3893,Renee Karnik,Female,28,Chennai,2023-03-28,Basic,Tablet,False,English
3894,Advika Goel,Male,60,Bangalore,2023-02-16,Premium,Mobile,False,Marathi
3895,Damini Dhar,Female,47,Indore,2023-06-16,Standard,Laptop,True,Tamil
3896,Aaryahi Lad,Male,49,Indore,2025-06-15,Standard,Smart TV,True,Telugu
3897,Ryan Ravi,Other,60,Delhi,2025-04-26,Standard,Tablet,True,Marathi
3898,Ryan Jani,Other,34,Bangalore,2023-10-05,Basic,Laptop,True,Marathi
3899,Divij Ravel,Male,53,Chennai,2025-05-15,Premium,Tablet,True,Telugu
3900,Dhanuk Sethi,Male,31,Jaipur,2024-02-25,Basic,Tablet,False,Marathi
3901,Divij Butala,Other,17,Pune,2022-10-28,Basic,Laptop,False,Hindi
3902,Dharmajan Sharaf,Other,55,Chennai,2023-10-26,Standard,Tablet,True,Marathi
3903,Ishita Koshy,Male,32,Pune,2023-10-18,Premium,Mobile,False,English
3904,Aarna Sandhu,Other,49,Jaipur,2024-03-12,Basic,Laptop,False,Telugu
3905,Anvi Kothari,Other,57,Pune,2024-02-26,Basic,Smart TV,False,Telugu
3906,Yuvaan Amble,Male,31,Indore,2023-04-13,Basic,Tablet,True,English
3907,Shanaya Aggarwal,Female,53,Jaipur,2024-08-19,Premium,Mobile,False,English
3908,Rati Loke,Female,17,Indore,2024-05-03,Basic,Mobile,True,Telugu
3909,Nirvaan Shankar,Other,17,Indore,2023-05-28,Standard,Tablet,False,Hindi
3910,Mahika Kapur,Male,41,Jaipur,2023-06-18,Standard,Mobile,False,Tamil
3911,Pari Wadhwa,Other,28,Mumbai,2022-07-15,Basic,Laptop,False,English
3912,Jayant Barad,Other,62,Chennai,2023-10-18,Standard,Tablet,True,Tamil
3913,Himmat Kurian,Male,46,Mumbai,2025-06-04,Standard,Smart TV,False,Telugu
3914,Baiju Kakar,Female,49,Indore,2023-01-01,Standard,Tablet,True,Tamil
3915,Vaibhav Chada,Other,54,Delhi,2022-11-02,Basic,Laptop,True,Hindi
3916,Faiyaz Gara,Other,18,Bangalore,2024-06-23,Basic,Mobile,True,Tamil
3917,Hrishita Varghese,Female,23,Ahmedabad,2024-04-20,Premium,Mobile,True,Hindi
3918,Riaan Doctor,Male,38,Kolkata,2022-12-11,Basic,Laptop,False,Telugu
3919,Ritvik Deo,Male,29,Hyderabad,2025-06-10,Standard,Smart TV,True,Marathi
3920,Aarav Shan,Male,42,Ahmedabad,2023-10-20,Premium,Mobile,False,English
3921,Madhav Dua,Male,44,Chennai,2023-04-10,Premium,Tablet,True,English
3922,Anahi Walla,Male,54,Pune,2025-03-12,Basic,Tablet,False,Bengali
3923,Bhavin Gokhale,Other,54,Bangalore,2025-05-21,Standard,Mobile,True,Tamil
3924,Mannat Karpe,Other,16,Ahmedabad,2022-12-19,Standard,Laptop,False,Telugu
3925,Rohan Goel,Female,32,Chennai,2024-02-15,Standard,Laptop,True,Telugu
3926,Aarush Gill,Female,56,Ahmedabad,2023-04-28,Standard,Laptop,False,Marathi
3927,Yakshit Goel,Female,45,Kolkata,2023-10-16,Standard,Tablet,False,Hindi
3928,Divyansh Kale,Female,28,Mumbai,2024-09-15,Premium,Mobile,False,Marathi
3929,Kiaan Basak,Male,36,Indore,2023-07-01,Basic,Mobile,False,Tamil
3930,Zain Bhatia,Male,34,Bangalore,2023-01-05,Premium,Laptop,False,Bengali
3931,Aarush Brahmbhatt,Female,34,Indore,2025-02-01,Premium,Tablet,True,Marathi
3932,Mamooty Keer,Other,40,Mumbai,2024-03-21,Basic,Mobile,True,English
3933,Umang Doctor,Male,37,Jaipur,2024-10-17,Basic,Tablet,False,Marathi
3934,Aaryahi Walla,Male,46,Chennai,2024-04-28,Basic,Mobile,True,Tamil
3935,Heer Tak,Other,32,Jaipur,2023-05-31,Premium,Laptop,True,Marathi
3936,Emir Kanda,Other,38,Mumbai,2024-04-19,Basic,Laptop,False,English
3937,Ishaan Boase,Other,47,Delhi,2023-08-24,Premium,Mobile,False,Telugu
3938,Siya Kalla,Other,25,Mumbai,2024-07-27,Basic,Smart TV,False,Tamil
3939,Taimur Wagle,Other,25,Kolkata,2022-08-25,Premium,Smart TV,False,Bengali
3940,Faiyaz Chandran,Female,51,Delhi,2023-08-06,Basic,Mobile,True,Tamil
3941,Arnav Bhavsar,Other,23,Pune,2024-03-08,Standard,Mobile,False,Hindi
3942,Aaina Sharaf,Male,35,Ahmedabad,2023-11-12,Premium,Mobile,True,Telugu
3943,Arhaan Buch,Other,47,Delhi,2024-02-19,Premium,Smart TV,True,Bengali
3944,Anvi Salvi,Female,29,Kolkata,2024-10-27,Premium,Laptop,True,English
3945,Fateh Kade,Male,43,Ahmedabad,2024-12-08,Basic,Laptop,True,Marathi
3946,Ira Kota,Other,61,Jaipur,2024-03-06,Standard,Laptop,True,Telugu
3947,Shaan Sheth,Other,39,Pune,2025-01-20,Standard,Laptop,False,Marathi
3948,Damini Seshadri,Other,30,Mumbai,2024-09-14,Standard,Smart TV,True,Tamil
3949,Hansh Bhakta,Male,37,Delhi,2024-08-02,Premium,Smart TV,True,Marathi
3950,Vritika Anne,Other,45,Ahmedabad,2022-08-16,Basic,Smart TV,True,Telugu
3951,Indrans Gera,Female,19,Chennai,2023-06-15,Basic,Tablet,True,Telugu
3952,Tiya Sani,Female,28,Mumbai,2024-02-20,Premium,Laptop,True,English
3953,Baiju Sane,Other,38,Hyderabad,2024-11-16,Premium,Laptop,False,Hindi
3954,Aaryahi Raju,Male,23,Chennai,2024-11-27,Premium,Laptop,True,Telugu
3955,Adira Khatri,Male,33,Bangalore,2023-07-08,Basic,Mobile,False,Hindi
3956,Raunak Kibe,Female,27,Chennai,2022-07-18,Basic,Tablet,True,Tamil
3957,Tara Kala,Female,46,Jaipur,2022-08-26,Basic,Mobile,False,Telugu
3958,Miraya Bose,Male,29,Bangalore,2023-09-19,Standard,Tablet,True,Hindi
3959,Nishith Dey,Male,49,Hyderabad,2024-10-31,Basic,Smart TV,False,Hindi
3960,Prerak Sarma,Female,33,Bangalore,2023-06-20,Premium,Laptop,False,Telugu
3961,Nitya Tara,Other,49,Kolkata,2024-08-07,Premium,Laptop,False,Marathi
3962,Kiaan Khalsa,Other,26,Kolkata,2025-06-08,Standard,Tablet,False,Tamil
3963,Rati Sethi,Male,56,Mumbai,2025-02-05,Basic,Mobile,False,Hindi
3964,Kanav Varma,Other,27,Jaipur,2025-04-04,Premium,Smart TV,True,Bengali
3965,Manikya Bhasin,Male,64,Ahmedabad,2023-07-02,Standard,Laptop,True,Telugu
3966,Yakshit Bahl,Female,30,Hyderabad,2024-03-28,Standard,Mobile,False,Tamil
3967,Kartik Bora,Female,46,Delhi,2023-07-01,Basic,Mobile,True,Hindi
3968,Advik Randhawa,Male,64,Delhi,2025-06-20,Basic,Mobile,True,Marathi
3969,Divij Venkatesh,Female,44,Mumbai,2022-11-13,Premium,Smart TV,False,Hindi
3970,Vaibhav Jani,Other,41,Bangalore,2023-12-31,Basic,Mobile,True,Hindi
3971,Rati Ravel,Female,33,Ahmedabad,2024-12-25,Basic,Smart TV,True,Marathi
3972,Madhup Ganguly,Female,47,Delhi,2023-04-21,Basic,Smart TV,True,Bengali
3973,Anvi Balasubramanian,Other,37,Chennai,2023-02-24,Standard,Mobile,False,English
3974,Nayantara Bal,Other,53,Delhi,2025-01-21,Standard,Mobile,False,Tamil
3975,Faiyaz Desai,Male,32,Hyderabad,2023-01-06,Basic,Mobile,True,Telugu
3976,Ranbir Gill,Female,38,Hyderabad,2025-05-06,Premium,Tablet,True,Marathi
3977,Nishith Dutta,Male,39,Delhi,2025-04-09,Basic,Tablet,True,Bengali
3978,Jivin Bahri,Male,23,Jaipur,2023-03-31,Standard,Laptop,True,English
3979,Baiju Sahota,Other,56,Mumbai,2024-08-01,Standard,Tablet,True,Marathi
3980,Lakshit Dhar,Male,21,Chennai,2022-10-11,Premium,Mobile,False,Tamil
3981,Ranbir Raman,Male,20,Jaipur,2024-02-29,Standard,Smart TV,False,Bengali
3982,Adah Chanda,Female,59,Indore,2023-12-08,Standard,Tablet,True,Marathi
3983,Ayesha Gopal,Male,44,Mumbai,2025-01-28,Standard,Smart TV,False,Telugu
3984,Romil Bhalla,Male,43,Delhi,2023-06-25,Standard,Tablet,False,English
3985,Oorja Ahuja,Male,26,Kolkata,2023-09-22,Basic,Tablet,True,Telugu
3986,Shalv Gole,Female,16,Indore,2022-10-22,Standard,Mobile,False,Bengali
3987,Shanaya Sood,Other,58,Jaipur,2022-09-19,Basic,Smart TV,False,English
3988,Miraan Sachar,Female,34,Bangalore,2023-08-28,Premium,Laptop,False,Marathi
3989,Lakshay Master,Other,24,Hyderabad,2022-09-29,Standard,Smart TV,False,Bengali
3990,Dhruv Wali,Other,42,Chennai,2024-02-19,Basic,Tablet,False,Telugu
3991,Hansh Rau,Other,49,Kolkata,2025-06-13,Basic,Smart TV,True,Telugu
3992,Arnav Raj,Female,59,Ahmedabad,2023-02-24,Premium,Smart TV,False,Telugu
3993,Kartik Sarraf,Female,19,Jaipur,2024-12-29,Premium,Tablet,False,Telugu
3994,Divyansh Barad,Other,51,Ahmedabad,2022-12-07,Standard,Mobile,True,Tamil
3995,Romil Seshadri,Female,33,Delhi,2022-11-18,Standard,Tablet,True,Tamil
3996,Tara Chaudhuri,Male,30,Indore,2024-11-03,Standard,Laptop,True,Hindi
3997,Azad Bhatt,Other,28,Bangalore,2024-06-14,Basic,Smart TV,True,English
3998,Aaina Maharaj,Other,34,Mumbai,2023-04-04,Standard,Mobile,False,English
3999,Tara Varkey,Other,64,Bangalore,2023-01-29,Premium,Mobile,True,Tamil
4000,Tejas Kapur,Other,21,Bangalore,2024-09-18,Standard,Mobile,False,Telugu
4001,Adira Bandi,Male,63,Hyderabad,2023-03-14,Standard,Laptop,True,Hindi
4002,Aaina Lala,Female,27,Bangalore,2023-09-23,Standard,Tablet,False,Tamil
4003,Ivan Ram,Male,52,Chennai,2024-07-28,Premium,Tablet,False,Tamil
4004,Rasha Bhattacharyya,Female,32,Chennai,2023-01-22,Basic,Laptop,False,Hindi
4005,Azad Mandal,Male,38,Hyderabad,2024-09-26,Standard,Smart TV,False,English
4006,Yashvi Saran,Other,41,Jaipur,2023-05-09,Standard,Tablet,True,Telugu
4007,Seher Tandon,Male,44,Jaipur,2022-08-14,Standard,Tablet,False,Tamil
4008,Bhamini Sani,Male,48,Kolkata,2022-11-26,Basic,Smart TV,False,Marathi
4009,Ivan Kanda,Other,42,Kolkata,2024-10-24,Premium,Mobile,False,Hindi
4010,Jhanvi Sridhar,Female,40,Delhi,2023-01-07,Standard,Tablet,True,English
4011,Yakshit Raman,Female,25,Ahmedabad,2024-06-06,Premium,Tablet,True,Bengali
4012,Lagan Chanda,Other,62,Jaipur,2025-06-30,Basic,Tablet,True,Marathi
4013,Indranil Mangal,Other,38,Pune,2025-01-05,Premium,Mobile,True,English
4014,Kiara Sarin,Other,36,Kolkata,2024-03-27,Basic,Mobile,True,Telugu
4015,Vritika Kunda,Other,36,Indore,2025-04-21,Premium,Smart TV,False,Tamil
4016,Damini Sathe,Other,58,Indore,2022-10-04,Standard,Laptop,False,Marathi
4017,Romil Varkey,Male,28,Delhi,2024-07-29,Standard,Laptop,True,Telugu
4018,Ritvik Sathe,Female,52,Jaipur,2023-12-15,Basic,Smart TV,False,Tamil
4019,Ishita Bhargava,Other,48,Indore,2025-05-30,Standard,Tablet,False,English
4020,Mamooty Bajaj,Female,39,Indore,2024-06-09,Premium,Laptop,False,Bengali
4021,Riaan Bahri,Other,59,Bangalore,2024-10-07,Premium,Tablet,True,English
4022,Ranbir Bhavsar,Male,26,Mumbai,2025-02-19,Standard,Smart TV,False,Marathi
4023,Vritika Bal,Male,32,Kolkata,2024-09-29,Basic,Mobile,True,Telugu
4024,Lakshay Loke,Male,19,Jaipur,2025-04-28,Standard,Tablet,True,Telugu
4025,Aarav Sachar,Male,62,Delhi,2023-08-09,Basic,Laptop,False,Tamil
4026,Mohanlal Ramakrishnan,Female,40,Ahmedabad,2024-12-25,Basic,Mobile,True,Telugu
4027,Shaan Barman,Male,45,Indore,2024-07-24,Basic,Laptop,True,English
4028,Saira Bhavsar,Female,24,Mumbai,2023-09-29,Standard,Laptop,True,Telugu
4029,Manjari Din,Other,36,Ahmedabad,2025-01-02,Basic,Tablet,False,Tamil
4030,Bhavin Rattan,Other,35,Kolkata,2025-02-22,Standard,Mobile,False,Tamil
4031,Taimur Choudhary,Male,34,Mumbai,2024-06-10,Basic,Laptop,True,Tamil
4032,Jayesh Dave,Female,34,Ahmedabad,2025-03-09,Basic,Mobile,True,Marathi
4033,Heer Saha,Other,27,Jaipur,2025-01-31,Standard,Tablet,False,Tamil
4034,Saira Sharma,Other,52,Mumbai,2022-10-10,Basic,Smart TV,True,Hindi
4035,Neysa Dave,Other,57,Pune,2023-11-16,Standard,Mobile,False,English
4036,Ahana  Choudhary,Other,32,Bangalore,2023-03-21,Basic,Smart TV,True,Tamil
4037,Priyansh Chaudry,Male,52,Jaipur,2023-02-08,Standard,Mobile,True,Bengali
4038,Indrans Kapoor,Male,63,Jaipur,2022-12-26,Premium,Laptop,True,Marathi
4039,Samiha Seshadri,Male,54,Kolkata,2024-08-13,Basic,Mobile,True,Bengali
4040,Tushar Borah,Other,43,Mumbai,2023-01-22,Premium,Tablet,False,Bengali
4041,Divij Kota,Male,56,Bangalore,2023-01-01,Standard,Tablet,False,English
4042,Amira Chanda,Other,50,Pune,2023-09-20,Premium,Laptop,True,Bengali
4043,Kanav Mane,Male,62,Chennai,2024-11-08,Premium,Mobile,False,Telugu
4044,Samiha Chana,Male,63,Chennai,2024-04-09,Premium,Smart TV,False,Tamil
4045,Akarsh Dubey,Female,33,Hyderabad,2023-12-17,Standard,Laptop,False,Bengali
4046,Jayesh Taneja,Female,29,Pune,2024-04-22,Standard,Laptop,True,Tamil
4047,Piya Ramanathan,Other,50,Chennai,2024-01-17,Premium,Smart TV,True,Tamil
4048,Darshit Bora,Other,59,Indore,2024-09-23,Basic,Laptop,False,English
4049,Aaryahi Das,Other,56,Chennai,2022-12-08,Basic,Smart TV,True,Telugu
4050,Neelofar Jaggi,Female,22,Delhi,2024-11-18,Premium,Smart TV,False,Marathi
4051,Samaira Lall,Male,56,Bangalore,2025-03-02,Premium,Laptop,True,Tamil
4052,Samiha Sheth,Female,28,Bangalore,2024-10-21,Premium,Mobile,True,Marathi
4053,Lavanya Bedi,Male,33,Pune,2025-05-08,Premium,Mobile,True,English
4054,Veer Anne,Other,52,Ahmedabad,2022-12-19,Basic,Laptop,True,English
4055,Abram Singh,Female,28,Pune,2022-07-28,Premium,Mobile,True,Marathi
4056,Hansh Dash,Other,51,Jaipur,2024-05-16,Premium,Laptop,True,Hindi
4057,Priyansh Bora,Male,46,Bangalore,2022-11-10,Standard,Smart TV,False,Bengali
4058,Vritika Agrawal,Male,17,Kolkata,2024-08-17,Premium,Smart TV,False,Tamil
4059,Hrishita Shah,Female,31,Kolkata,2023-06-07,Premium,Laptop,True,Telugu
4060,Rhea Basak,Female,24,Indore,2025-03-21,Premium,Tablet,False,Hindi
4061,Hiran Khatri,Female,24,Delhi,2025-06-11,Basic,Mobile,False,Tamil
4062,Ishaan Dube,Other,53,Jaipur,2023-11-12,Premium,Mobile,True,Tamil
4063,Anvi Brahmbhatt,Male,26,Indore,2024-04-05,Premium,Smart TV,True,Tamil
4064,Bhavin Magar,Female,37,Jaipur,2023-07-26,Standard,Laptop,False,Telugu
4065,Mishti Magar,Other,48,Ahmedabad,2022-12-08,Basic,Laptop,False,Telugu
4066,Akarsh Tella,Other,51,Bangalore,2024-04-07,Premium,Smart TV,False,Tamil
4067,Ehsaan Magar,Other,60,Ahmedabad,2023-05-20,Basic,Tablet,False,Bengali
4068,Ehsaan Kumer,Male,38,Chennai,2022-12-07,Premium,Tablet,True,Marathi
4069,Hridaan Acharya,Female,60,Chennai,2023-04-01,Standard,Smart TV,False,Marathi
4070,Anay Comar,Female,60,Kolkata,2025-01-25,Premium,Smart TV,True,English
4071,Veer Borah,Other,49,Bangalore,2024-06-29,Basic,Smart TV,False,Bengali
4072,Neysa Dhar,Female,24,Pune,2024-02-03,Premium,Laptop,False,Marathi
4073,Piya Handa,Male,39,Ahmedabad,2024-01-12,Premium,Smart TV,False,Marathi
4074,Ayesha Chad,Female,23,Ahmedabad,2024-06-09,Premium,Tablet,True,Hindi
4075,Mamooty Behl,Other,22,Pune,2023-04-16,Premium,Mobile,True,Hindi
4076,Taimur Barad,Male,51,Ahmedabad,2024-04-17,Standard,Tablet,False,Bengali
4077,Fateh Gole,Female,33,Ahmedabad,2022-12-21,Standard,Smart TV,True,Marathi
4078,Azad Ramakrishnan,Male,18,Indore,2024-04-24,Basic,Mobile,True,Marathi
4079,Jayesh Kala,Female,43,Delhi,2025-01-25,Basic,Smart TV,True,Telugu
4080,Kismat Chana,Male,21,Mumbai,2023-10-30,Premium,Tablet,False,Telugu
4081,Indrajit Warrior,Other,59,Mumbai,2025-02-13,Standard,Tablet,False,Marathi
4082,Misha Taneja,Other,59,Bangalore,2024-04-11,Basic,Mobile,True,Bengali
4083,Stuvan Vora,Other,36,Hyderabad,2023-06-17,Basic,Mobile,True,English
4084,Purab Krish,Male,43,Delhi,2024-08-10,Premium,Mobile,False,Telugu
4085,Prerak Tak,Male,55,Delhi,2024-11-30,Standard,Tablet,False,Hindi
4086,Vedika Agarwal,Other,16,Jaipur,2024-09-08,Standard,Smart TV,True,Tamil
4087,Vanya Sagar,Other,51,Jaipur,2022-11-01,Basic,Mobile,True,English
4088,Samar Borah,Male,36,Pune,2022-11-28,Standard,Laptop,True,Bengali
4089,Alia Sen,Male,58,Hyderabad,2024-12-21,Premium,Smart TV,False,Bengali
4090,Darshit Bhalla,Male,50,Hyderabad,2023-06-07,Basic,Laptop,True,Tamil
4091,Samiha Dewan,Male,28,Delhi,2024-10-07,Standard,Smart TV,False,Marathi
4092,Divij Edwin,Male,64,Bangalore,2025-06-19,Premium,Mobile,False,English
4093,Jivin Sinha,Female,25,Indore,2025-01-15,Basic,Mobile,True,Bengali
4094,Sumer Dutta,Female,59,Indore,2025-04-16,Basic,Tablet,True,Telugu
4095,Aarna Khosla,Female,62,Delhi,2025-01-01,Basic,Mobile,False,Hindi
4096,Lavanya Sundaram,Male,25,Mumbai,2025-01-08,Standard,Tablet,False,Tamil
4097,Hiran Suresh,Male,61,Ahmedabad,2022-10-05,Basic,Laptop,False,Marathi
4098,Veer Kadakia,Male,28,Kolkata,2024-03-13,Basic,Mobile,True,Bengali
4099,Heer Loke,Other,52,Delhi,2024-10-14,Premium,Laptop,True,English
4100,Hazel Loyal,Other,53,Mumbai,2023-03-29,Basic,Laptop,False,Tamil
4101,Veer Barman,Other,39,Delhi,2025-07-01,Basic,Tablet,True,Marathi
4102,Eshani Mani,Other,17,Jaipur,2022-09-25,Basic,Tablet,False,Marathi
4103,Rati Bassi,Female,37,Pune,2023-01-06,Premium,Laptop,False,Tamil
4104,Taran Agarwal,Male,32,Ahmedabad,2023-05-31,Standard,Laptop,True,English
4105,Advik Golla,Female,51,Mumbai,2025-04-07,Premium,Mobile,True,Hindi
4106,Himmat Bhakta,Male,29,Bangalore,2022-08-03,Premium,Mobile,False,English
4107,Stuvan Gole,Female,25,Pune,2024-08-28,Standard,Laptop,False,Bengali
4108,Ritvik Karpe,Other,50,Delhi,2022-11-10,Standard,Smart TV,False,Bengali
4109,Ishita Kade,Female,40,Jaipur,2024-05-05,Basic,Mobile,False,Marathi
4110,Lakshay Thaker,Female,18,Indore,2024-08-19,Standard,Laptop,False,Marathi
4111,Bhavin Shenoy,Male,62,Bangalore,2024-01-05,Premium,Tablet,False,Telugu
4112,Fateh Sarin,Other,53,Ahmedabad,2023-05-02,Standard,Laptop,True,Marathi
4113,Uthkarsh Sha,Female,32,Chennai,2025-06-09,Standard,Smart TV,True,English
4114,Rasha Kala,Male,27,Hyderabad,2025-06-28,Standard,Tablet,True,Bengali
4115,Baiju Sarna,Other,39,Hyderabad,2023-04-06,Premium,Tablet,False,Tamil
4116,Nitara Mannan,Other,44,Kolkata,2023-01-08,Standard,Laptop,False,Tamil
4117,Anvi Toor,Male,58,Jaipur,2024-03-09,Premium,Mobile,True,Tamil
4118,Aniruddh Borah,Male,40,Jaipur,2023-06-23,Premium,Smart TV,True,English
4119,Hridaan Baral,Male,51,Kolkata,2025-06-21,Premium,Smart TV,False,Tamil
4120,Dhanuk Ahuja,Other,41,Hyderabad,2023-05-12,Standard,Tablet,True,Hindi
4121,Indrajit Singhal,Male,53,Hyderabad,2024-04-28,Standard,Mobile,True,English
4122,Anaya Sharaf,Female,16,Bangalore,2023-01-17,Standard,Laptop,True,Bengali
4123,Siya Lalla,Male,35,Indore,2023-07-25,Standard,Tablet,False,Tamil
4124,Anaya Jha,Female,43,Chennai,2022-11-10,Standard,Tablet,False,Bengali
4125,Ahana  Srinivas,Female,31,Hyderabad,2024-07-13,Premium,Smart TV,False,Hindi
4126,Reyansh Bhakta,Female,62,Delhi,2025-02-21,Premium,Smart TV,True,Tamil
4127,Biju Wadhwa,Female,32,Ahmedabad,2024-10-09,Premium,Mobile,False,Marathi
4128,Lavanya Sheth,Male,55,Mumbai,2023-12-07,Standard,Laptop,True,Telugu
4129,Damini Buch,Other,43,Delhi,2023-09-02,Premium,Smart TV,True,Bengali
4130,Vivaan Thaman,Female,27,Hyderabad,2024-12-28,Premium,Smart TV,True,Bengali
4131,Pihu Vora,Male,42,Mumbai,2022-09-08,Standard,Laptop,False,Telugu
4132,Ishita Sawhney,Female,57,Bangalore,2022-09-22,Basic,Smart TV,True,Marathi
4133,Kaira Krishna,Male,62,Mumbai,2023-11-08,Standard,Tablet,False,Marathi
4134,Rhea Comar,Female,45,Pune,2025-06-18,Basic,Tablet,True,Marathi
4135,Indranil Deshpande,Other,56,Indore,2025-02-03,Standard,Laptop,True,Bengali
4136,Elakshi Gulati,Female,49,Ahmedabad,2022-10-09,Standard,Tablet,True,Marathi
4137,Shanaya Cherian,Other,52,Chennai,2023-07-25,Premium,Tablet,True,Bengali
4138,Miraya Bala,Other,21,Delhi,2024-07-22,Standard,Tablet,False,Marathi
4139,Vihaan Chanda,Male,22,Pune,2025-05-23,Standard,Mobile,True,Bengali
4140,Rania Kaur,Female,47,Bangalore,2023-03-24,Standard,Mobile,False,Hindi
4141,Saksham Sachdeva,Female,47,Chennai,2025-02-02,Standard,Tablet,False,Bengali
4142,Vaibhav Butala,Other,40,Jaipur,2024-01-19,Premium,Tablet,False,Marathi
4143,Zaina Grewal,Female,48,Hyderabad,2023-10-16,Premium,Tablet,True,Telugu
4144,Kartik Deshmukh,Male,22,Hyderabad,2024-02-11,Premium,Laptop,False,Telugu
4145,Ehsaan Barad,Other,27,Ahmedabad,2024-09-22,Standard,Tablet,False,English
4146,Lavanya Sood,Other,31,Jaipur,2023-12-13,Basic,Mobile,True,Tamil
4147,Aniruddh Dar,Male,31,Chennai,2024-09-03,Standard,Smart TV,True,Marathi
4148,Ishaan Madan,Male,58,Pune,2023-06-28,Basic,Laptop,True,English
4149,Chirag Cherian,Male,51,Pune,2023-12-26,Standard,Smart TV,True,Telugu
4150,Tanya Dubey,Female,28,Ahmedabad,2025-06-27,Basic,Laptop,False,English
4151,Ishita Chaudhuri,Male,22,Chennai,2024-04-28,Basic,Smart TV,True,Tamil
4152,Nakul Desai,Male,51,Bangalore,2023-07-13,Basic,Smart TV,False,Telugu
4153,Jiya Mandal,Other,62,Delhi,2025-06-04,Standard,Smart TV,False,Telugu
4154,Jivika Subramanian,Female,24,Jaipur,2025-01-27,Standard,Smart TV,False,Hindi
4155,Azad Bajwa,Other,47,Indore,2025-01-09,Standard,Mobile,False,Hindi
4156,Divij Dubey,Other,26,Indore,2024-11-11,Basic,Smart TV,False,Tamil
4157,Taimur Sheth,Male,23,Delhi,2023-01-22,Premium,Laptop,True,Telugu
4158,Vivaan Krishna,Female,48,Ahmedabad,2023-03-08,Premium,Laptop,True,Bengali
4159,Saksham Sheth,Male,38,Delhi,2024-07-31,Basic,Tablet,True,Telugu
4160,Samaira Gokhale,Other,40,Bangalore,2023-09-19,Premium,Smart TV,False,English
4161,Rati Sandal,Female,23,Chennai,2023-06-17,Standard,Laptop,True,Telugu
4162,Shalv Jani,Other,60,Kolkata,2025-02-05,Premium,Laptop,True,Bengali
4163,Damini Swamy,Other,37,Delhi,2025-03-21,Standard,Laptop,True,Hindi
4164,Anay Raj,Female,19,Delhi,2023-03-10,Premium,Smart TV,True,Tamil
4165,Anvi Raj,Male,55,Jaipur,2023-02-25,Basic,Laptop,True,Telugu
4166,Riaan Buch,Male,18,Hyderabad,2023-11-26,Standard,Tablet,False,Hindi
4167,Pihu Kata,Other,44,Mumbai,2023-12-27,Basic,Mobile,True,Telugu
4168,Mishti Batra,Male,56,Ahmedabad,2022-12-25,Standard,Tablet,True,English
4169,Madhav Swamy,Female,44,Chennai,2024-05-24,Premium,Laptop,False,Hindi
4170,Tiya Sekhon,Female,49,Pune,2023-09-10,Basic,Tablet,True,Marathi
4171,Damini Kuruvilla,Male,49,Mumbai,2022-10-30,Standard,Mobile,True,Telugu
4172,Alia Srivastava,Male,43,Hyderabad,2025-01-31,Standard,Smart TV,False,English
4173,Shayak Dhillon,Other,28,Kolkata,2025-07-06,Premium,Laptop,False,Telugu
4174,Misha Varty,Female,30,Kolkata,2023-04-26,Standard,Laptop,True,Telugu
4175,Arnav Walla,Male,38,Indore,2023-11-27,Standard,Laptop,True,Hindi
4176,Nakul Chawla,Male,59,Pune,2024-11-26,Standard,Tablet,True,English
